,paperId,url,title,citationCount,influentialCitationCount,year
10,3b3091ea761a9441c9301e857df587ce6c7debdf,https://www.semanticscholar.org/paper/3b3091ea761a9441c9301e857df587ce6c7debdf,Recurrent neural network language model in mandarin voice input system,3,0,2012
11,2747879a913f4ba9ef1db27bc8e396012cf01302,https://www.semanticscholar.org/paper/2747879a913f4ba9ef1db27bc8e396012cf01302,An Improved Mandarin Voice Input System Using Recurrent Neural Network Language Model,2,0,2012
12,b5dbff5bab672b693f9a8df3aad2182ae97de599,https://www.semanticscholar.org/paper/b5dbff5bab672b693f9a8df3aad2182ae97de599,Fast Language Model Lookahead Algorithm Using Extended N-gram Model,2,0,2012
13,a3c7608e9f116e00f532839d6371fa1654402f8d,https://www.semanticscholar.org/paper/a3c7608e9f116e00f532839d6371fa1654402f8d,Probabilistic N-gram language model for SMS Lingo,2,0,2012
14,0af72250db3fd4e8b1b5511009c63b6411481566,https://www.semanticscholar.org/paper/0af72250db3fd4e8b1b5511009c63b6411481566,A language model for highly inflective non-agglutinative languages,5,0,2012
15,11cb0e65ffcf35b0a5c90b19e96d6b4364a40a83,https://www.semanticscholar.org/paper/11cb0e65ffcf35b0a5c90b19e96d6b4364a40a83,Entity based translation language model,1,0,2012
16,fc8967e134e2caa4da124f2eb34820b06d31057d,https://www.semanticscholar.org/paper/fc8967e134e2caa4da124f2eb34820b06d31057d,Using an Architecture Description Language to Model a Large-Scale Information System -- An Industrial Experience Report,3,1,2012
17,6658bbf68995731b2083195054ff45b4eca38b3a,https://www.semanticscholar.org/paper/6658bbf68995731b2083195054ff45b4eca38b3a,Context-Dependent Pre-Trained Deep Neural Networks for Large-Vocabulary Speech Recognition,2780,142,2012
18,86d4b2887d6834058865826231152adcae3380fc,https://www.semanticscholar.org/paper/86d4b2887d6834058865826231152adcae3380fc,Large Scale Language Modeling in Automatic Speech Recognition,57,2,2012
19,9b96a0c9dff57484cc2b5b3a0a394ea20c9d669b,https://www.semanticscholar.org/paper/9b96a0c9dff57484cc2b5b3a0a394ea20c9d669b,Large-Scale Syntactic Language Modeling with Treelets,51,4,2012
20,d699c23561aba087a039adef638b9fdc4974c99b,https://www.semanticscholar.org/paper/d699c23561aba087a039adef638b9fdc4974c99b,Large Scale Hierarchical Neural Network Language Models,28,2,2012
21,8307d5ba62e1a10c8047d7592685fe225bf93c56,https://www.semanticscholar.org/paper/8307d5ba62e1a10c8047d7592685fe225bf93c56,At the intersection of language assessment and academic advising: Communicating results of a large-scale diagnostic academic English writing assessment to student and other stakeholders,10,1,2012
22,19449e08ec740b2fd944960f85b12e7cf423aa06,https://www.semanticscholar.org/paper/19449e08ec740b2fd944960f85b12e7cf423aa06,Lattice Rescoring for Speech Recognition using Large Scale Distributed Language Models,4,0,2012
23,6226e7dcee9e050face0caf852de37a9c2937812,https://www.semanticscholar.org/paper/6226e7dcee9e050face0caf852de37a9c2937812,A large scale annotated child language construction database,4,0,2012
24,2c898abb4d7f1c1793f99632396afd9f3d149ae2,https://www.semanticscholar.org/paper/2c898abb4d7f1c1793f99632396afd9f3d149ae2,Development of large vocabulary continuous speech recognition system for Mongolian language,2,0,2012
25,09bf23774d1256f0f197267389fcb11678852b10,https://www.semanticscholar.org/paper/09bf23774d1256f0f197267389fcb11678852b10,"X10X: Model Checking a New Programming Language with an ""Old"" Model Checker",19,2,2012
26,e66869e7e045eefa34dd8f8021304b1904f452b5,https://www.semanticscholar.org/paper/e66869e7e045eefa34dd8f8021304b1904f452b5,Emoticon Smoothed Language Models for Twitter Sentiment Analysis,256,10,2012
27,d20744d41de25c3181f3b3fcb749531a6ec9e76d,https://www.semanticscholar.org/paper/d20744d41de25c3181f3b3fcb749531a6ec9e76d,Processing highly variant language using incremental model selection,8,1,2012
28,c9a67183edd5b42d0a24e29cfa7825c3d41faa13,https://www.semanticscholar.org/paper/c9a67183edd5b42d0a24e29cfa7825c3d41faa13,The Hawaiian model of language revitalization: problems of extension to mainland native America,8,2,2012
29,84c7750aebbb200ce34986ac0037dceef7c553bf,https://www.semanticscholar.org/paper/84c7750aebbb200ce34986ac0037dceef7c553bf,The Hawaiian model of language revitalization: problems of extension to mainland native America,7,0,2012
30,98079f7e94f8988527ee239c27d4e4d02603feed,https://www.semanticscholar.org/paper/98079f7e94f8988527ee239c27d4e4d02603feed,A Framework for Spelling Correction in Persian Language Using Noisy Channel Model,3,0,2012
31,a2cbe7f0b00f4d6111321fcfa9babf288cdc557b,https://www.semanticscholar.org/paper/a2cbe7f0b00f4d6111321fcfa9babf288cdc557b,G-SPARQL: a hybrid engine for querying large attributed graphs,65,6,2012
32,d2b62f77cb2864e465aa60bca6c26bb1d2f84963,https://www.semanticscholar.org/paper/d2b62f77cb2864e465aa60bca6c26bb1d2f84963,Acoustic Modeling Using Deep Belief Networks,1723,117,2012
33,0b74967b1a4b33db3314b4eb2c9054412517dd04,https://www.semanticscholar.org/paper/0b74967b1a4b33db3314b4eb2c9054412517dd04,Loss-Scaled Large-Margin Gaussian Mixture Models for Speech Emotion Classification,53,3,2012
34,687bcb5f1360bdff86a922e1b32e87be3073a132,https://www.semanticscholar.org/paper/687bcb5f1360bdff86a922e1b32e87be3073a132,Large Vocabulary Continuous Speech Recognition of Uyghur: Basic Research of Acoustic Model,2,0,2012
35,accfea79696eac40bb01de29e8564d21143afedf,https://www.semanticscholar.org/paper/accfea79696eac40bb01de29e8564d21143afedf,Model-Based Systems Engineering: An Emerging Approach for Modern Systems,239,16,2012
36,02acd9c204a2f21087b1ea268aca3a90eb885c74,https://www.semanticscholar.org/paper/02acd9c204a2f21087b1ea268aca3a90eb885c74,"Extracting flexible, replayable models from large block traces",47,5,2012
37,dab11c890b9924c8bfcb09bf8a9b1fbd1e2bbffc,https://www.semanticscholar.org/paper/dab11c890b9924c8bfcb09bf8a9b1fbd1e2bbffc,Processing flows of information: From data stream to complex event processing,947,87,2012
38,aa5348f348163508a76f2777a30d7aa7aa45a566,https://www.semanticscholar.org/paper/aa5348f348163508a76f2777a30d7aa7aa45a566,Speaker diarization and linking of large corpora,34,3,2012
39,6f61eb607bb7ececd58f1048e106ffb93ed49841,https://www.semanticscholar.org/paper/6f61eb607bb7ececd58f1048e106ffb93ed49841,A Longitudinal Analysis of Academic English Proficiency Outcomes for Adolescent English Language Learners in the United States.,60,8,2012
40,e8a184e76d6476ecc27857b1c1b280af5628d0ae,https://www.semanticscholar.org/paper/e8a184e76d6476ecc27857b1c1b280af5628d0ae,Sign Language Recognition using Sequential Pattern Trees,72,2,2012
41,3ce93a191810a78df224ec060040857b18ed85ad,https://www.semanticscholar.org/paper/3ce93a191810a78df224ec060040857b18ed85ad,Efficient On-The-Fly Hypothesis Rescoring in a Hybrid GPU/CPU-based Large Vocabulary Continuous Speech Recognition Engine,24,2,2012
42,ab40152ff86531dd7c6e3e24ed87d49987bb283b,https://www.semanticscholar.org/paper/ab40152ff86531dd7c6e3e24ed87d49987bb283b,Formally Checking Large Data Sets in the Railways,34,3,2012
43,7ec3a89dc9b2f51c5224eb020e86c86c8498da00,https://www.semanticscholar.org/paper/7ec3a89dc9b2f51c5224eb020e86c86c8498da00,A Challenge Set for Advancing Language Modeling,40,7,2012
44,f8b345f1203f153087fe23b56afad286dccb8da4,https://www.semanticscholar.org/paper/f8b345f1203f153087fe23b56afad286dccb8da4,Cross Language Text Classification via Subspace Co-regularized Multi-view Learning,58,4,2012
45,994203937b838e97da0a0b4d3b8c64d731bf82a5,https://www.semanticscholar.org/paper/994203937b838e97da0a0b4d3b8c64d731bf82a5,Translational Semantics of a Co-evolution Specific Language with the EMF Transformation Virtual Machine,49,6,2012
46,94e03e344dd1e71cc1dcdb25fc3fa26349b62e85,https://www.semanticscholar.org/paper/94e03e344dd1e71cc1dcdb25fc3fa26349b62e85,Content and Language Integrated Learning (CLIL): Limitations and Possibilities.,53,5,2012
47,5cbd361d3a18d949c5cdd43c99a8513bf449a655,https://www.semanticscholar.org/paper/5cbd361d3a18d949c5cdd43c99a8513bf449a655,Cross-Language High Similarity Search Using a Conceptual Thesaurus,39,2,2012
48,0ce317d84086b8885ddbc7923ec00bedb64ab6dc,https://www.semanticscholar.org/paper/0ce317d84086b8885ddbc7923ec00bedb64ab6dc,Measuring the Influence of Long Range Dependencies with Neural Network Language Models,33,0,2012
49,08fa1ef47d896d49b687e08f4d06ceea4950dc5f,https://www.semanticscholar.org/paper/08fa1ef47d896d49b687e08f4d06ceea4950dc5f,Scalable Activity-Travel Pattern Monitoring Framework for Large-Scale City Environment,21,0,2012
50,6ffd756dc4d11cefd0007b994ce49fc3012d20e8,https://www.semanticscholar.org/paper/6ffd756dc4d11cefd0007b994ce49fc3012d20e8,A development and validation of the Perceived Language Discrimination Scale.,34,2,2012
51,b356cc74dfdfd19c29bfecba29f8ddb0ba9a4c40,https://www.semanticscholar.org/paper/b356cc74dfdfd19c29bfecba29f8ddb0ba9a4c40,RELEASE: A High-Level Paradigm for Reliable Large-Scale Server Software - (Project Paper),19,0,2012
52,beb1babfdac84ef280b40245ea6195890235c13d,https://www.semanticscholar.org/paper/beb1babfdac84ef280b40245ea6195890235c13d,Functional expansion and language change: The case of Burgenland Romani,34,0,2012
53,beb1226c89615d2b092b9230c4df5c496a2a76eb,https://www.semanticscholar.org/paper/beb1226c89615d2b092b9230c4df5c496a2a76eb,Utilizing Dependency Language Models for Graph-based Dependency Parsing Models,28,4,2012
54,4db047c54882e4585d8260c5f626b540b6a246ae,https://www.semanticscholar.org/paper/4db047c54882e4585d8260c5f626b540b6a246ae,Dynamic distributed dimensional data model (D4M) database and computation system,112,3,2012
55,317cde2189509f8fd314304aa2f821f1b62ff81f,https://www.semanticscholar.org/paper/317cde2189509f8fd314304aa2f821f1b62ff81f,Towards a Watson that sees: Language-guided action recognition for robots,29,0,2012
56,af7a442723b5c1a0becc1bd496b6382506c2026a,https://www.semanticscholar.org/paper/af7a442723b5c1a0becc1bd496b6382506c2026a,Cross-Lingual Mixture Model for Sentiment Classification,79,8,2012
57,e6cc7a2f89003848391d35f2c9455a3b3ed63cba,https://www.semanticscholar.org/paper/e6cc7a2f89003848391d35f2c9455a3b3ed63cba,Outcomes of a Behavioral Education Model for Children With Autism in a Mainstream School Setting,79,12,2012
58,6586832314622af008c217a20a27bae9dc8d85fc,https://www.semanticscholar.org/paper/6586832314622af008c217a20a27bae9dc8d85fc,Discriminative Reranking for Spoken Language Understanding,31,2,2012
59,965657a5ea3226dff8993d00ccd2aa308e19b209,https://www.semanticscholar.org/paper/965657a5ea3226dff8993d00ccd2aa308e19b209,A fast and flexible architecture for very large word n-gram datasets,15,0,2012
60,279cc1ff7d20726bdb45839f6d71d096bd9c5b24,https://www.semanticscholar.org/paper/279cc1ff7d20726bdb45839f6d71d096bd9c5b24,Investigations on the use of morpheme level features in Language Models for Arabic LVCSR,21,4,2012
61,5b39e340fc9bcb04f767b68dda09540f2ef3b847,https://www.semanticscholar.org/paper/5b39e340fc9bcb04f767b68dda09540f2ef3b847,Using Conceptual Spaces to Model Actions and Events,73,0,2012
62,0b709a354acfe5e90d8f5bb564c414ae547efdc8,https://www.semanticscholar.org/paper/0b709a354acfe5e90d8f5bb564c414ae547efdc8,TexMo: A Multi-language Development Environment,27,1,2012
63,cac832b9c5324d43b7563757fd6927943323088e,https://www.semanticscholar.org/paper/cac832b9c5324d43b7563757fd6927943323088e,Using i-Vector Space Model for Emotion Recognition,66,1,2012
64,85e237938e743c8b9d102a6539a1dff9f83ed793,https://www.semanticscholar.org/paper/85e237938e743c8b9d102a6539a1dff9f83ed793,Virtual factory data model,57,2,2012
65,00b045b8aa1fc6bd39eecb2ae7286d4d6d42bef4,https://www.semanticscholar.org/paper/00b045b8aa1fc6bd39eecb2ae7286d4d6d42bef4,Adaptability of model comparison tools,56,4,2012
66,2574b10d00f1206b1767695153bea269b6f6c89d,https://www.semanticscholar.org/paper/2574b10d00f1206b1767695153bea269b6f6c89d,Rescoring a Phrase-based Machine Transliteration System with Recurrent Neural Network Language Models,16,3,2012
67,db2cffd3a09b1fe226b416b61080d13e4bf16e07,https://www.semanticscholar.org/paper/db2cffd3a09b1fe226b416b61080d13e4bf16e07,Distributed discriminative language models for Google voice-search,21,1,2012
68,fcb1cc5782516fae6310117f28ed1448216590df,https://www.semanticscholar.org/paper/fcb1cc5782516fae6310117f28ed1448216590df,Mapping a data-flow programming model onto heterogeneous platforms,50,2,2012
69,a3f63d2dffad64e5ab293a7de5e1bca1d73e8d16,https://www.semanticscholar.org/paper/a3f63d2dffad64e5ab293a7de5e1bca1d73e8d16,Discriminative classifiers for phonotactic language recognition with iVectors,20,3,2012
70,f3f17c81340fb6dc225592711a16b895cf45d4e3,https://www.semanticscholar.org/paper/f3f17c81340fb6dc225592711a16b895cf45d4e3,Automatic Extraction of Turkish Hypernym-Hyponym Pairs From Large Corpus,9,2,2012
71,21adebc7fbee52ace9ecbb0077bc8aecd0911ee2,https://www.semanticscholar.org/paper/21adebc7fbee52ace9ecbb0077bc8aecd0911ee2,USER FRIENDLY OPEN GIS TOOL FOR LARGE SCALE DATA ASSIMILATION – A CASE STUDY OF HYDROLOGICAL MODELLING,9,1,2012
72,5a5a2c036183629a534df242a2a7bfe7cb2dd0d3,https://www.semanticscholar.org/paper/5a5a2c036183629a534df242a2a7bfe7cb2dd0d3,Efficient Debugging of Large Algorithmic Modelica Applications,8,0,2012
73,16bfd5f8010b2a3a065ea9c47f9826e34c318fd0,https://www.semanticscholar.org/paper/16bfd5f8010b2a3a065ea9c47f9826e34c318fd0,A Multiple-Policy supported Attribute-Based Access Control Architecture within Large-scale Device Collaboration Systems,9,0,2012
74,6e39ad2c9c30f8ee97d3165f87fe17fb4a061439,https://www.semanticscholar.org/paper/6e39ad2c9c30f8ee97d3165f87fe17fb4a061439,A Comparative Investigation of Morphological Language Modeling for the Languages of the European Union,13,1,2012
75,1569f93600087feab29a588f3e05c56b2a0b419a,https://www.semanticscholar.org/paper/1569f93600087feab29a588f3e05c56b2a0b419a,Improving Book OCR by Adaptive Language and Image Models,16,0,2012
76,283604e389d75710ecfef079966a18e0ccf885c0,https://www.semanticscholar.org/paper/283604e389d75710ecfef079966a18e0ccf885c0,An Application of Explanatory Item Response Modeling for Model-Based Proficiency Scaling,41,4,2012
77,b2966c7c279cc8c66b9ec53167ecd3b858e15b36,https://www.semanticscholar.org/paper/b2966c7c279cc8c66b9ec53167ecd3b858e15b36,Morpheme Level Feature-based Language Models for German LVCSR,12,1,2012
78,f2f72cfb48d15d4d2bd1e91a92e7f3ac8635d433,https://www.semanticscholar.org/paper/f2f72cfb48d15d4d2bd1e91a92e7f3ac8635d433,Joint Learning of Words and Meaning Representations for Open-Text Semantic Parsing,347,25,2012
79,27e99a9db4f43ceb4d500db302490244ce2cc4ad,https://www.semanticscholar.org/paper/27e99a9db4f43ceb4d500db302490244ce2cc4ad,New Levels of Language Processing Complexity and Organization Revealed by Granger Causation,14,0,2012
80,0e2c30c84734bd503d66c580289e507cdfadf38c,https://www.semanticscholar.org/paper/0e2c30c84734bd503d66c580289e507cdfadf38c,Effect of Language and Error Models on Efficiency of Finite-State Spell-Checking and Correction,10,0,2012
81,ff978cce89bdf3ccb1ebea2a476424aedf18c8dc,https://www.semanticscholar.org/paper/ff978cce89bdf3ccb1ebea2a476424aedf18c8dc,Turkish Large Vocabulary Continuous Speech Recognition by using limited audio corpus,3,0,2012
82,e66f8cc1f9df5cc0eb294e4c9234f4c4b5ec17d9,https://www.semanticscholar.org/paper/e66f8cc1f9df5cc0eb294e4c9234f4c4b5ec17d9,Portuguese Text Generation from Large Corpora,3,0,2012
83,9d0dc5c99226184c7b80a0dd0b9a65b4a129e522,https://www.semanticscholar.org/paper/9d0dc5c99226184c7b80a0dd0b9a65b4a129e522,On the role of burst buffers in leadership-class storage systems,331,15,2012
84,ac794f9a291cfd4635ebf6679e837a335f345543,https://www.semanticscholar.org/paper/ac794f9a291cfd4635ebf6679e837a335f345543,Language models for online handwritten Tamil word recognition,9,0,2012
85,f989e2daf81937b4111f5ad79f785c5d996a8098,https://www.semanticscholar.org/paper/f989e2daf81937b4111f5ad79f785c5d996a8098,Efficient Structured Language Modeling for Speech Recognition,8,0,2012
86,c8c9556d0e5e79f9e44139b64b77b5d2724ad60c,https://www.semanticscholar.org/paper/c8c9556d0e5e79f9e44139b64b77b5d2724ad60c,A study on adapting Czech automatic speech recognition system to Croatian language,8,0,2012
87,ede21f11f3479df6f5c6fd10601d7ca9f64ab041,https://www.semanticscholar.org/paper/ede21f11f3479df6f5c6fd10601d7ca9f64ab041,SAP Speaks PDDL: Exploiting a Software-Engineering Model for Planning in Business Process Management,34,2,2012
88,372df1e8158bdd7bbd3f16029746b981e56f2fa5,https://www.semanticscholar.org/paper/372df1e8158bdd7bbd3f16029746b981e56f2fa5,A linguistic multicriteria decision‐making model applied to hotel service quality evaluation from web data sources,33,0,2012
89,3d78018fd43b39471f0d55d7712cb562d40b8466,https://www.semanticscholar.org/paper/3d78018fd43b39471f0d55d7712cb562d40b8466,A layered approach for dutch large vocabulary continuous speech recognition,4,0,2012
90,d04f9a10816b2bb3a3f31e989792659ac629f3d3,https://www.semanticscholar.org/paper/d04f9a10816b2bb3a3f31e989792659ac629f3d3,langid.py for better language modelling,7,1,2012
91,89faa884a8468cb96b2edb800ad0cf3af0bf4ebe,https://www.semanticscholar.org/paper/89faa884a8468cb96b2edb800ad0cf3af0bf4ebe,Investigation of Maximum Entropy Hybrid Language Models for Open Vocabulary German and Polish LVCSR,7,0,2012
92,96191e16d39f405a789c2375f1b842dfe03223a4,https://www.semanticscholar.org/paper/96191e16d39f405a789c2375f1b842dfe03223a4,An Attributes-Based Access Control Architecture within Large-Scale Device Collaboration Systems Using XACML,3,0,2012
93,c13f0d11bc77c94a597186d986af66a81b533600,https://www.semanticscholar.org/paper/c13f0d11bc77c94a597186d986af66a81b533600,Energy-aware semantic modeling in large scale infrastructures,5,0,2012
94,8e18b890a067c8af6ed5caf858307ac6252f840b,https://www.semanticscholar.org/paper/8e18b890a067c8af6ed5caf858307ac6252f840b,Using Evolution Graphs for Describing Topology-Aware Prediction Models in Large Clusters,4,0,2012
95,bb8197a7b5fd3ad1f0bb303132b310bf9292b239,https://www.semanticscholar.org/paper/bb8197a7b5fd3ad1f0bb303132b310bf9292b239,Improving Model Checking with Context Modelling,31,3,2012
96,6b22be372d8da0c97eb16a8ea7f2dc0d45eb794c,https://www.semanticscholar.org/paper/6b22be372d8da0c97eb16a8ea7f2dc0d45eb794c,"The IEM Demosuite , a large-scale jukebox for the MUMUTH concert venue",2,0,2012
97,d3566ea92194df06d57337fdc9257bca4dd99974,https://www.semanticscholar.org/paper/d3566ea92194df06d57337fdc9257bca4dd99974,Domain specific modeling for operations research simulation in a large industrial context,2,0,2012
98,45c17ef12bee66b7c3b1506cb8c9bd510ebe444f,https://www.semanticscholar.org/paper/45c17ef12bee66b7c3b1506cb8c9bd510ebe444f,Using Natural Language Processing to Improve Document Categorization with Associative Networks,6,0,2012
99,856b110f819d44eee0603eb226cf2413dd9527a6,https://www.semanticscholar.org/paper/856b110f819d44eee0603eb226cf2413dd9527a6,Fast Syntactic Analysis for Statistical Language Modeling via Substructure Sharing and Uptraining,6,0,2012
100,ae073151d05a3c2fbf6ec3722ba08f8865c94390,https://www.semanticscholar.org/paper/ae073151d05a3c2fbf6ec3722ba08f8865c94390,Discriminative Language Model With Part-of-speech for Mandarin Large Vocabulary Continuous Speech Recognition System,1,1,2013
101,774e560a2cadcb84f4b1def7b152e5398b062efb,https://www.semanticscholar.org/paper/774e560a2cadcb84f4b1def7b152e5398b062efb,Scalable Modified Kneser-Ney Language Model Estimation,584,51,2013
102,319b233a721b38d1add213c929d18181dd571ae0,https://www.semanticscholar.org/paper/319b233a721b38d1add213c929d18181dd571ae0,Improved mixed language speech recognition using asymmetric acoustic model and language model with code-switch inversion constraints,46,1,2013
103,c5bce0ff47e945d00de85170ac4fd21b6c2ae1be,https://www.semanticscholar.org/paper/c5bce0ff47e945d00de85170ac4fd21b6c2ae1be,RNN language model with word clustering and class-based output layer,36,2,2013
104,5f591b7043deefbc3f3af19b6efeb97c2a80d27c,https://www.semanticscholar.org/paper/5f591b7043deefbc3f3af19b6efeb97c2a80d27c,Prefix tree based n-best list re-scoring for recurrent neural network language model used in speech recognition system,23,2,2013
105,b6737bc030457fa69f307d312dd33176b4eadc02,https://www.semanticscholar.org/paper/b6737bc030457fa69f307d312dd33176b4eadc02,An Efficient Language Model Using Double-Array Structures,11,1,2013
106,37e3305ddc559cef634ef75703b7d1bb31e6e17e,https://www.semanticscholar.org/paper/37e3305ddc559cef634ef75703b7d1bb31e6e17e,Language Model for Cyrillic Mongolian to Traditional Mongolian Conversion,6,1,2013
107,20e229e0c3547f981f3694c76d9533cc13b55952,https://www.semanticscholar.org/paper/20e229e0c3547f981f3694c76d9533cc13b55952,A hybrid language model for open-vocabulary Thai LVCSR,8,0,2013
108,1bfea53e152896932ac1635ffe593e17f00574be,https://www.semanticscholar.org/paper/1bfea53e152896932ac1635ffe593e17f00574be,Language model reduction for practical implementation in LVCSR systems,3,0,2013
109,6082e7c24d817b437818d98b06a291689a4c39c8,https://www.semanticscholar.org/paper/6082e7c24d817b437818d98b06a291689a4c39c8,Downdating Lexicon and Language Model for Automatic Transcription of Czech Historical Spoken Documents,2,0,2013
110,20c2f5af76e02e6e313b1751275cbad47aa788be,https://www.semanticscholar.org/paper/20c2f5af76e02e6e313b1751275cbad47aa788be,Joint and Coupled Bilingual Topic Model Based Sentence Representations for Language Model Adaptation,1,0,2013
111,9242011aac9fd7a691ec9bf3513210e594c6afa6,https://www.semanticscholar.org/paper/9242011aac9fd7a691ec9bf3513210e594c6afa6,Evaluating Unsupervised Language Model Adaptation Methods for Speaking Assessment,2,0,2013
112,7d5252f32d5a998fa7d6c515eeda0a814250a2ad,https://www.semanticscholar.org/paper/7d5252f32d5a998fa7d6c515eeda0a814250a2ad,Regular Patterns - Probably Approximately Correct Language Model,1,0,2013
113,e1507d93a7041feeaaa8693afb45fa45ff23e297,https://www.semanticscholar.org/paper/e1507d93a7041feeaaa8693afb45fa45ff23e297,Extension of hidden markov model for recognizing large vocabulary of sign language,10,0,2013
114,71480da09af638260801af1db8eff6acb4e1122f,https://www.semanticscholar.org/paper/71480da09af638260801af1db8eff6acb4e1122f,Decoding with Large-Scale Neural Language Models Improves Translation,271,37,2013
115,4d23db55e6671a82c95dacec33b2967a4b8b677d,https://www.semanticscholar.org/paper/4d23db55e6671a82c95dacec33b2967a4b8b677d,"Halide: a language and compiler for optimizing parallelism, locality, and recomputation in image processing pipelines",953,131,2013
116,d05cb09df9955a7116aa9c80193bcaf0613d4dc7,https://www.semanticscholar.org/paper/d05cb09df9955a7116aa9c80193bcaf0613d4dc7,A Model of Language Processing as Hierarchic Sequential Prediction,60,0,2013
117,b516048a30466d5bc726c3962d1584c08f8e5a39,https://www.semanticscholar.org/paper/b516048a30466d5bc726c3962d1584c08f8e5a39,Revisiting transmission and diffusion: An agent-based model of vowel chain shifts across large communities,33,1,2013
118,3d36f31b4420ed5fbd3fcc9a5a30165491cef7c9,https://www.semanticscholar.org/paper/3d36f31b4420ed5fbd3fcc9a5a30165491cef7c9,INVESTIGATING THE SUITABILITY OF IMPLEMENTING THE E‐RATER® SCORING ENGINE IN A LARGE‐SCALE ENGLISH LANGUAGE TESTING PROGRAM,4,0,2013
119,452d0a28d929bb76bc36479cf4ce33e1bbf39612,https://www.semanticscholar.org/paper/452d0a28d929bb76bc36479cf4ce33e1bbf39612,English in Action (EIA): mobile phones as an agent of change for large-scale teacher professional development and English language learning in Bangladesh,6,0,2013
120,110b7719f16eae8d82af0f56fca6e802c842c181,https://www.semanticscholar.org/paper/110b7719f16eae8d82af0f56fca6e802c842c181,Mining source code repositories at massive scale using language modeling,276,32,2013
121,4734c028913c4e6c385616250b0775d2df42223c,https://www.semanticscholar.org/paper/4734c028913c4e6c385616250b0775d2df42223c,Natural Language Compression Optimized for Large Set of Files,2,0,2013
122,3a33d36257a40d180bef5385c8586fb618fc1161,https://www.semanticscholar.org/paper/3a33d36257a40d180bef5385c8586fb618fc1161,Accurate and compact large vocabulary speech recognition on mobile devices,119,7,2013
123,834cb8e1e738b8d2c6d24e652ac966d6e7089a46,https://www.semanticscholar.org/paper/834cb8e1e738b8d2c6d24e652ac966d6e7089a46,Connecting Language and Knowledge Bases with Embedding Models for Relation Extraction,224,19,2013
124,c101122ba27bf1ad5a714e0d577299cf0f790d97,https://www.semanticscholar.org/paper/c101122ba27bf1ad5a714e0d577299cf0f790d97,Hydrological modeling of a large urban catchment using a stormwater management model (SWMM),8,2,2013
125,0d7dfdb801afce245762e1847bfd351264f18d58,https://www.semanticscholar.org/paper/0d7dfdb801afce245762e1847bfd351264f18d58,Epistemological issues in the semiological model for the annotation of sign language,7,1,2013
126,039729c0cdba1fb7a4525c38ba097e8025dfff04,https://www.semanticscholar.org/paper/039729c0cdba1fb7a4525c38ba097e8025dfff04,Towards Measuring Process Model Granularity via Natural Language Analysis,7,0,2013
127,d39f1afe10d0b8488a6c695312fd0be504d051a4,https://www.semanticscholar.org/paper/d39f1afe10d0b8488a6c695312fd0be504d051a4,Language independent on-off voice over IP source model with lognormal transitions,6,1,2013
128,064e5203732e7f4d6b95f212a0f2de92fa1b2794,https://www.semanticscholar.org/paper/064e5203732e7f4d6b95f212a0f2de92fa1b2794,Towards model and language composition,9,0,2013
