,paperId,url,title,citationCount,influentialCitationCount,year,term
25,bbe0b974a598302171b684cc548fff28a61ffc12,https://www.semanticscholar.org/paper/bbe0b974a598302171b684cc548fff28a61ffc12,An introduction to deep learning,23,0,2012,"large ""language model"""
26,1874943f0cac6ca35943b124d920b9ef73fc48e2,https://www.semanticscholar.org/paper/1874943f0cac6ca35943b124d920b9ef73fc48e2,Deep learning approach's effectiveness on sustainability improvement in the UK construction industry,24,0,2012,"large ""language model"""
27,1d0e5e526bb00e3f21efa2ee3ad9bdeabb3a6dca,https://www.semanticscholar.org/paper/1d0e5e526bb00e3f21efa2ee3ad9bdeabb3a6dca,Context and deep learning design,38,2,2012,"large ""language model"""
28,5ccd447964803139573778d618a88f37eb43cdf2,https://www.semanticscholar.org/paper/5ccd447964803139573778d618a88f37eb43cdf2,Failure of Skin-Deep Learning,24,1,2012,"large ""language model"""
29,ee669bd798fedb18aaa97c3480bf8b4d684991f4,https://www.semanticscholar.org/paper/ee669bd798fedb18aaa97c3480bf8b4d684991f4,Deep Learning,20,0,2012,"large ""language model"""
30,34187947be340b383d7929bfd355e11ef7042ec9,https://www.semanticscholar.org/paper/34187947be340b383d7929bfd355e11ef7042ec9,Peer Learning and Support of Technology in an Undergraduate Biology Course to Enhance Deep Learning,30,1,2012,"large ""language model"""
31,4e260beeb5be40c6fdfd50f3e8d9ae8ba0a038e9,https://www.semanticscholar.org/paper/4e260beeb5be40c6fdfd50f3e8d9ae8ba0a038e9,Sparse deep-learning algorithm for recognition and categorisation,13,0,2012,"large ""language model"""
32,89afcbc9f5c80776ac9ca10a6bab311dc7d974db,https://www.semanticscholar.org/paper/89afcbc9f5c80776ac9ca10a6bab311dc7d974db,Semiconducting bilinear deep learning for incomplete image recognition,6,1,2012,"large ""language model"""
33,75356222295b85e1b18fbe68f47341fbf41f1985,https://www.semanticscholar.org/paper/75356222295b85e1b18fbe68f47341fbf41f1985,Deep Learning for Automatic Summary Scoring,7,1,2012,"large ""language model"""
34,22174060cefc5a84bb045140636e7c88254c4097,https://www.semanticscholar.org/paper/22174060cefc5a84bb045140636e7c88254c4097,Extracting typical users' moving patterns using deep learning,11,1,2012,"large ""language model"""
35,698b10dd75ee737ba6ff4d8bb83cbe7cfade6414,https://www.semanticscholar.org/paper/698b10dd75ee737ba6ff4d8bb83cbe7cfade6414,Facilitating Deep Learning in a Learning Community,9,1,2012,"large ""language model"""
36,2a5b2f0b7594794a5a36f16c6bd56faddb8e39df,https://www.semanticscholar.org/paper/2a5b2f0b7594794a5a36f16c6bd56faddb8e39df,Speech restoration based on deep learning autoencoder with layer-wised pretraining,22,2,2012,"large ""language model"""
37,787a24c1a9d0cdcf99f13737759396a8399536ab,https://www.semanticscholar.org/paper/787a24c1a9d0cdcf99f13737759396a8399536ab,Overview of deep learning,6,0,2012,"large ""language model"""
38,48702b98b3c042fd0e680a48be3e985b82692b2b,https://www.semanticscholar.org/paper/48702b98b3c042fd0e680a48be3e985b82692b2b,An Algorithm for Power System Fault Analysis based on Convolutional Deep Learning Neural Networks,8,0,2012,"large ""language model"""
39,1d43e2f9ca0656b9caaf9823c29951b9ab366dc9,https://www.semanticscholar.org/paper/1d43e2f9ca0656b9caaf9823c29951b9ab366dc9,Deep Learning for Audio and Music,6,0,2012,"large ""language model"""
40,2f425d64c77dbf438eee79e2b31814cb8e908787,https://www.semanticscholar.org/paper/2f425d64c77dbf438eee79e2b31814cb8e908787,Computational biology perspective: kernel methods and deep learning,7,0,2012,"large ""language model"""
41,98ce7ca4178dc621f57c3e3268fa3b919c0a25a7,https://www.semanticscholar.org/paper/98ce7ca4178dc621f57c3e3268fa3b919c0a25a7,The role of intelligent instruction on deep learning in mathematics,4,0,2012,"large ""language model"""
42,14a932891245ec5c1c884c583f6e92a155f45324,https://www.semanticscholar.org/paper/14a932891245ec5c1c884c583f6e92a155f45324,Deep Learning for Wireless Interference Segmentation and Prediction,5,0,2012,"large ""language model"""
43,d4f3cde1e10fc84a9f37b3da29763f38b1536d62,https://www.semanticscholar.org/paper/d4f3cde1e10fc84a9f37b3da29763f38b1536d62,Note on deep architecture and deep learning algorithms,3,1,2012,"large ""language model"""
44,41e94dc30b3f761f6e7f7eae8c21c7022408c3d6,https://www.semanticscholar.org/paper/41e94dc30b3f761f6e7f7eae8c21c7022408c3d6,Deep Learning and Virtual Environment,3,0,2012,"large ""language model"""
45,d213ae9ca20b6dc178f307bda8628f0dfc459e09,https://www.semanticscholar.org/paper/d213ae9ca20b6dc178f307bda8628f0dfc459e09,Modifying the DeSTIN Perception Architecture to Enable Representationally Transparent Deep Learning,3,0,2012,"large ""language model"""
46,9d81831eb96e60adc95e62834e5557ad4a2a074b,https://www.semanticscholar.org/paper/9d81831eb96e60adc95e62834e5557ad4a2a074b,Presentation of Complex Medical Information: Interaction Between Concept Maps and Spatial Ability on Deep Learning,19,0,2012,"large ""language model"""
47,aaab9e2f8a2ff04484940efeeb48b1e16eac8191,https://www.semanticscholar.org/paper/aaab9e2f8a2ff04484940efeeb48b1e16eac8191,Digital Dialogue Games and InterLoc: A Deep Learning Design for Collaborative Argumentation on the Web,16,1,2012,"large ""language model"""
48,ca595c1d862c4f9a8d0ee4c576cf0fe2b578c323,https://www.semanticscholar.org/paper/ca595c1d862c4f9a8d0ee4c576cf0fe2b578c323,Inquiry learning is deep learning,16,0,2012,"large ""language model"""
49,ac32f77c64bafdb263bc3750edde276590f5241f,https://www.semanticscholar.org/paper/ac32f77c64bafdb263bc3750edde276590f5241f,Deep learning architecture for data mining from surgical data,2,0,2012,"large ""language model"""
50,49406a8e479d8958aa60436addbfe6c5bc6a46b4,https://www.semanticscholar.org/paper/49406a8e479d8958aa60436addbfe6c5bc6a46b4,Attention Modeling for Face Recognition via Deep Learning,2,0,2012,"large ""language model"""
51,640f6f1420a86f8f64247097e698d2d016cb034a,https://www.semanticscholar.org/paper/640f6f1420a86f8f64247097e698d2d016cb034a,Deep learning games through the lens of the toy,7,0,2012,"large ""language model"""
52,c2cf17f60de972cb4d154058be739a1f8b66a8c2,https://www.semanticscholar.org/paper/c2cf17f60de972cb4d154058be739a1f8b66a8c2,Deep learning: A revolution in artificial intelligence,14,1,2012,"large ""language model"""
53,d7da4c342530bf7723132a5a4c0249f86f59d0cf,https://www.semanticscholar.org/paper/d7da4c342530bf7723132a5a4c0249f86f59d0cf,"Perception Processing for General Intelligence , Part I : Representationally Transparent Deep Learning",1,0,2012,"large ""language model"""
54,8f132d62134ba7d1830a323c934b3d65e300a8d7,https://www.semanticscholar.org/paper/8f132d62134ba7d1830a323c934b3d65e300a8d7,[Lecture Notes in Computer Science] Neural Networks: Tricks of the Trade Volume 7700 || Deep Learning via Semi-supervised Embedding,16,0,2012,"large ""language model"""
55,feefaf54e66a7cbcf86b1999e98f2883ad180786,https://www.semanticscholar.org/paper/feefaf54e66a7cbcf86b1999e98f2883ad180786,"Focusing on the Heart: Lifelong, Life-Wide and Life-Deep Learning in the Time of HIV and AIDS",3,1,2012,"large ""language model"""
56,eaa2e5ca05471b5eb264c54a9c4079b31b9415f7,https://www.semanticscholar.org/paper/eaa2e5ca05471b5eb264c54a9c4079b31b9415f7,Serious Fun: Life-Deep Learning of Koi Hobbyists,3,0,2012,"large ""language model"""
57,bd6edb924185c595c4c54a12e7c54c5b3e23f555,https://www.semanticscholar.org/paper/bd6edb924185c595c4c54a12e7c54c5b3e23f555,Deep learning for acupuncture point selection patterns based on veteran doctor experience of Chinese medicine,6,0,2012,"large ""language model"""
58,60ed8873229e555a622c06123eface73582c7b28,https://www.semanticscholar.org/paper/60ed8873229e555a622c06123eface73582c7b28,Deep Target Algorithms for Deep Learning,2,0,2012,"large ""language model"""
59,af1a70364d95039733b6a37e7db30e4962133645,https://www.semanticscholar.org/paper/af1a70364d95039733b6a37e7db30e4962133645,GPU implementation of a deep learning network for image recognition tasks,5,0,2012,"large ""language model"""
60,eaf400c97ab0281f671be06419a5ccde2e9333a7,https://www.semanticscholar.org/paper/eaf400c97ab0281f671be06419a5ccde2e9333a7,Deep questioning and deep learning.,3,1,2012,"large ""language model"""
61,14ad2318c87012e4b639dd56d56460c6ee7d2575,https://www.semanticscholar.org/paper/14ad2318c87012e4b639dd56d56460c6ee7d2575,EXPLORATION OF THE USE OF HANDHELD PERSONAL RESPONSE SYSTEMS WITH FIRST YEAR ACCOUNTANCY STUDENTS FOR DEEP LEARNING AND UNDERSTANDING,2,0,2012,"large ""language model"""
62,1aa6fd470caccdc68140c26e2e0348fee737db2d,https://www.semanticscholar.org/paper/1aa6fd470caccdc68140c26e2e0348fee737db2d,Deep Learning of invariant features via tracked video sequences,3,0,2012,"large ""language model"""
63,eec937e0455aaa8a6a2a8a4f3147d9b99a13d007,https://www.semanticscholar.org/paper/eec937e0455aaa8a6a2a8a4f3147d9b99a13d007,Creating a Learning Environment that Supports Innovation and Deep Learning in Geotechnical Engineering,2,1,2012,"large ""language model"""
64,d09814c615897d60e5881434f8e8a5b92b655921,https://www.semanticscholar.org/paper/d09814c615897d60e5881434f8e8a5b92b655921,Deep Learning in Video Compression Algorithms,0,0,2012,"large ""language model"""
65,95ae2d5643e6cc6b8f5c4ff63fa61759a5269042,https://www.semanticscholar.org/paper/95ae2d5643e6cc6b8f5c4ff63fa61759a5269042,Beyond Full Supervision in Deep Learning,0,0,2012,"large ""language model"""
66,7c616fe341381a4866135042dbb565d2eda415c3,https://www.semanticscholar.org/paper/7c616fe341381a4866135042dbb565d2eda415c3,Prediction as a candidate for learning deep hierarchical models of data,424,38,2012,"large ""language model"""
67,922838dd98d599d1d229cc73896d55e7a769aa7c,https://www.semanticscholar.org/paper/922838dd98d599d1d229cc73896d55e7a769aa7c,Learning hierarchical representations for face verification with convolutional deep belief networks,404,23,2012,"large ""language model"""
68,d4599b177559dd5ede4dda9d6d96aa149fc71942,https://www.semanticscholar.org/paper/d4599b177559dd5ede4dda9d6d96aa149fc71942,An Efficient Learning Procedure for Deep Boltzmann Machines,418,46,2012,"large ""language model"""
69,522e90b9fccfd3c1c0603359eb04757d770c1ab5,https://www.semanticscholar.org/paper/522e90b9fccfd3c1c0603359eb04757d770c1ab5,Practical Recommendations for Gradient-Based Training of Deep Architectures,1825,149,2012,"large ""language model"""
70,c80d8286e8e50e832d4c7f39de84ed47b57a0fb6,https://www.semanticscholar.org/paper/c80d8286e8e50e832d4c7f39de84ed47b57a0fb6,Learning Representations for Multimodal Data with Deep Belief Nets,184,31,2012,"large ""language model"""
71,5352b7ca90cbe4938f8e71a25d49517e7f94670a,https://www.semanticscholar.org/paper/5352b7ca90cbe4938f8e71a25d49517e7f94670a,Scalable stacking and learning for building deep architectures,202,15,2012,"large ""language model"""
72,7a42dedd7050442a78940bae6a62899919693b17,https://www.semanticscholar.org/paper/7a42dedd7050442a78940bae6a62899919693b17,Moving Beyond Feature Design: Deep Architectures and Automatic Feature Learning in Music Informatics,146,5,2012,"large ""language model"""
73,047c68a9786a74b1db5ae9e1636ad918abafa1f4,https://www.semanticscholar.org/paper/047c68a9786a74b1db5ae9e1636ad918abafa1f4,Use of kernel deep convex networks and end-to-end learning for spoken language understanding,110,11,2012,"large ""language model"""
74,80e1036a5e6539e0d3035dce9245352e15f7138f,https://www.semanticscholar.org/paper/80e1036a5e6539e0d3035dce9245352e15f7138f,Transfer learning for Latin and Chinese characters with Deep Neural Networks,194,7,2012,"large ""language model"""
75,a2017ec2c60d542af5e9993176ba68f89529dbce,https://www.semanticscholar.org/paper/a2017ec2c60d542af5e9993176ba68f89529dbce,Image Denoising and Inpainting with Deep Neural Networks,1262,43,2012,"large ""language model"""
76,9829b77e90f197a8f7c74674bb943a7c08db7039,https://www.semanticscholar.org/paper/9829b77e90f197a8f7c74674bb943a7c08db7039,"Deep Engagement as a Complex System: Identity, Learning Power and Authentic Enquiry",80,15,2012,"large ""language model"""
77,b98e7a8f605c21e25ac5e32bfb1851a01f30081b,https://www.semanticscholar.org/paper/b98e7a8f605c21e25ac5e32bfb1851a01f30081b,Deep nonlinear metric learning with independent subspace analysis for face verification,73,7,2012,"large ""language model"""
78,84a56cd9012e789279afa7f32cd48437395bdaad,https://www.semanticscholar.org/paper/84a56cd9012e789279afa7f32cd48437395bdaad,Learning Deep Belief Networks from Non-stationary Streams,45,4,2012,"large ""language model"""
79,3532cfc6e56fa397347bcb39ff9b0b708dc31fc2,https://www.semanticscholar.org/paper/3532cfc6e56fa397347bcb39ff9b0b708dc31fc2,Improved Sequence Learning with Subthalamic Nucleus Deep Brain Stimulation: Evidence for Treatment-Specific Network Modulation,52,3,2012,"large ""language model"""
80,fe7bc1eec16ca2307033cc890c26aab2cf1b17e7,https://www.semanticscholar.org/paper/fe7bc1eec16ca2307033cc890c26aab2cf1b17e7,Outcomes of Deep Anterior Lamellar Keratoplasty for Keratoconus: Learning Curve and Advantages of the Big Bubble Technique,61,2,2012,"large ""language model"""
81,a1306ce652f556fbb9e794d91084a29294298e6d,https://www.semanticscholar.org/paper/a1306ce652f556fbb9e794d91084a29294298e6d,Pedestrian Detection with Unsupervised Multi-stage Feature Learning,800,37,2012,"large ""language model"""
82,5442f73cfcdc9a63560cd52ae9a8442163188ea7,https://www.semanticscholar.org/paper/5442f73cfcdc9a63560cd52ae9a8442163188ea7,Deep Spatio-Temporal Architectures and Learning for Protein Structure Prediction,40,1,2012,"large ""language model"""
83,48a17d25d76f9bdf90fdd86d2b3e2739e5bb8016,https://www.semanticscholar.org/paper/48a17d25d76f9bdf90fdd86d2b3e2739e5bb8016,Determinantal Point Processes for Machine Learning,837,192,2012,"large ""language model"""
84,5a09888fbe8a5bbf24e301001831ae1ab655f278,https://www.semanticscholar.org/paper/5a09888fbe8a5bbf24e301001831ae1ab655f278,Video‐based cases disrupt deep critical thinking in problem‐based learning,66,5,2012,"large ""language model"""
85,94269bceebc273b92f013da104b10f416f919470,https://www.semanticscholar.org/paper/94269bceebc273b92f013da104b10f416f919470,Fast and Adaptive Deep Fusion Learning for Detecting Visual Objects,23,2,2012,"large ""language model"""
86,8a5b8f9abc83cad0e20de4c3ee0f10cedaaf3e53,https://www.semanticscholar.org/paper/8a5b8f9abc83cad0e20de4c3ee0f10cedaaf3e53,Focusing on first year assessment: Surface or deep approaches to learning?,32,2,2012,"large ""language model"""
87,8f3ff24a73ffb788545429ba82c78faa920e1529,https://www.semanticscholar.org/paper/8f3ff24a73ffb788545429ba82c78faa920e1529,Learning Semantics with Deep Belief Network for Cross-Language Information Retrieval,31,4,2012,"large ""language model"""
88,85e3be0c5b96e8c271a6008490d6bc3e8fbc6475,https://www.semanticscholar.org/paper/85e3be0c5b96e8c271a6008490d6bc3e8fbc6475,Deep Reinforcement Learning as Foundation for Artificial General Intelligence,14,0,2012,"large ""language model"""
89,272c089ca09bb8c4603578c8e262885f1a7276c7,https://www.semanticscholar.org/paper/272c089ca09bb8c4603578c8e262885f1a7276c7,Learning High-Level Concepts by Training A Deep Network on Eye Fixations,27,3,2012,"large ""language model"""
90,de34c1f18da491c92cc8400cfdab72d2012bf22a,https://www.semanticscholar.org/paper/de34c1f18da491c92cc8400cfdab72d2012bf22a,Layer-wise learning of deep generative models,17,1,2012,"large ""language model"""
91,007d73c91a1bf90d72eb59fbdd8791a4b009f363,https://www.semanticscholar.org/paper/007d73c91a1bf90d72eb59fbdd8791a4b009f363,Learning Feature Representations with K-Means,619,47,2012,"large ""language model"""
92,a2e6fc38829d8fa4f2babf2347c636a476cabac4,https://www.semanticscholar.org/paper/a2e6fc38829d8fa4f2babf2347c636a476cabac4,Promoting vicarious learning of physics using deep questions with explanations,36,3,2012,"large ""language model"""
93,8a1c3b687466ab6f8bc0b5aa62a0acde037c591c,https://www.semanticscholar.org/paper/8a1c3b687466ab6f8bc0b5aa62a0acde037c591c,Learning Feature Hierarchies with Centered Deep Boltzmann Machines,12,0,2012,"large ""language model"""
94,6a547112e3a3a37cbb52947e3cd1badfd75f19f1,https://www.semanticscholar.org/paper/6a547112e3a3a37cbb52947e3cd1badfd75f19f1,Deep Structure Learning: Beyond Connectionist Approaches,12,0,2012,"large ""language model"""
95,d08bfe77826687ba950fe2d9affb806e29eaaa09,https://www.semanticscholar.org/paper/d08bfe77826687ba950fe2d9affb806e29eaaa09,Deep Machine Learning with Spatio-Temporal Inference,8,0,2012,"large ""language model"""
96,08bd93d21c802f4acd9e195d30eaee070b47a873,https://www.semanticscholar.org/paper/08bd93d21c802f4acd9e195d30eaee070b47a873,Facilitating a deep approach to learning: An innovative case assessment technique,6,1,2012,"large ""language model"""
97,d4a2cae5736c074715722057ff1ae875a720cf34,https://www.semanticscholar.org/paper/d4a2cae5736c074715722057ff1ae875a720cf34,Segmentation of brain MRI structures with deep machine learning,7,1,2012,"large ""language model"""
98,c71cc61e8b293cb60a271c4f0cb2807c62f43940,https://www.semanticscholar.org/paper/c71cc61e8b293cb60a271c4f0cb2807c62f43940,Deep Unsupervised Feature Learning for Natural Language Processing,4,0,2012,"large ""language model"""
99,b43b277c70fd4ea37e4df9b3320a797e7ee7cb7a,https://www.semanticscholar.org/paper/b43b277c70fd4ea37e4df9b3320a797e7ee7cb7a,Automatically learning gazetteers from the deep web,9,0,2012,"large ""language model"""
100,aa7bfd2304201afbb19971ebde87b17e40242e91,https://www.semanticscholar.org/paper/aa7bfd2304201afbb19971ebde87b17e40242e91,On the importance of initialization and momentum in deep learning,3899,440,2013,"large ""language model"""
101,2319a491378867c7049b3da055c5df60e1671158,https://www.semanticscholar.org/paper/2319a491378867c7049b3da055c5df60e1671158,Playing Atari with Deep Reinforcement Learning,8021,1291,2013,"large ""language model"""
102,260b98e772c4785fa06a5e8fe1c205eb05ec01e2,https://www.semanticscholar.org/paper/260b98e772c4785fa06a5e8fe1c205eb05ec01e2,Deep learning for detecting robotic grasps,1271,137,2013,"large ""language model"""
103,e8650503ab80ad7299f0845b1843abf3a97f313a,https://www.semanticscholar.org/paper/e8650503ab80ad7299f0845b1843abf3a97f313a,Predicting Parameters in Deep Learning,1094,69,2013,"large ""language model"""
104,4417f78b31546227784941bbd6f6532a177e60b8,https://www.semanticscholar.org/paper/4417f78b31546227784941bbd6f6532a177e60b8,Deep Learning using Linear Support Vector Machines,744,71,2013,"large ""language model"""
105,b20e117d5d05cba6dd070fe50afbb8a71d9a4618,https://www.semanticscholar.org/paper/b20e117d5d05cba6dd070fe50afbb8a71d9a4618,Deep learning for neuroimaging: a validation study,498,13,2013,"large ""language model"""
106,d1208ac421cf8ff67b27d93cd19ae42b8d596f95,https://www.semanticscholar.org/paper/d1208ac421cf8ff67b27d93cd19ae42b8d596f95,Deep learning with COTS HPC systems,705,53,2013,"large ""language model"""
107,8b9e0187c0a3850c9d0e6833640b6ab8a1623bfc,https://www.semanticscholar.org/paper/8b9e0187c0a3850c9d0e6833640b6ab8a1623bfc,Joint Deep Learning for Pedestrian Detection,614,46,2013,"large ""language model"""
108,6bdccfe195bc49d218acc5be750aa49e41f408e4,https://www.semanticscholar.org/paper/6bdccfe195bc49d218acc5be750aa49e41f408e4,Recent advances in deep learning for speech research at Microsoft,723,21,2013,"large ""language model"""
109,72d32c986b47d6b880dad0c3f155fe23d2939038,https://www.semanticscholar.org/paper/72d32c986b47d6b880dad0c3f155fe23d2939038,Deep Learning of Representations: Looking Forward,593,21,2013,"large ""language model"""
110,798d9840d2439a0e5d47bcf5d164aa46d5e7dc26,https://www.semanticscholar.org/paper/798d9840d2439a0e5d47bcf5d164aa46d5e7dc26,Pseudo-Label : The Simple and Efficient Semi-Supervised Learning Method for Deep Neural Networks,1994,237,2013,"large ""language model"""
111,5ee9bed324a4f0716554409dc367df3beeb27b44,https://www.semanticscholar.org/paper/5ee9bed324a4f0716554409dc367df3beeb27b44,Deep Learning for Chinese Word Segmentation and POS Tagging,311,38,2013,"large ""language model"""
112,fdb813d8b927bdd21ae1858cafa6c34b66a36268,https://www.semanticscholar.org/paper/fdb813d8b927bdd21ae1858cafa6c34b66a36268,Learning deep structured semantic models for web search using clickthrough data,1601,271,2013,"large ""language model"""
113,b3e025049142be3d97d559cca12b027f16c6349e,https://www.semanticscholar.org/paper/b3e025049142be3d97d559cca12b027f16c6349e,Deep Architectures and Deep Learning in Chemoinformatics: The Prediction of Aqueous Solubility for Drug-Like Molecules,386,15,2013,"large ""language model"""
114,20bfc39030a8b17ef69961b4266cd15882105e85,https://www.semanticscholar.org/paper/20bfc39030a8b17ef69961b4266cd15882105e85,Deep Learning-Based Feature Representation for AD/MCI Classification,374,17,2013,"large ""language model"""
115,b3aec2122d5043d920f81b2c52efe735a05388bb,https://www.semanticscholar.org/paper/b3aec2122d5043d920f81b2c52efe735a05388bb,Deep learning for robust feature generation in audiovisual emotion recognition,353,10,2013,"large ""language model"""
116,721d4ae075de7bf9ea2cac01fe02e2920ee5c789,https://www.semanticscholar.org/paper/721d4ae075de7bf9ea2cac01fe02e2920ee5c789,"A Deep Learning Architecture for Image Representation, Visual Interpretability and Automated Basal-Cell Carcinoma Cancer Detection",334,10,2013,"large ""language model"""
117,97474c55c834584b71f006557aed70e09eb6eb47,https://www.semanticscholar.org/paper/97474c55c834584b71f006557aed70e09eb6eb47,Why Does Unsupervised Pre-training Help Deep Learning?,462,36,2013,"large ""language model"""
118,ed2b19734b7001c324e711524f39225e9cbb46af,https://www.semanticscholar.org/paper/ed2b19734b7001c324e711524f39225e9cbb46af,Hybrid Deep Learning for Face Verification,374,16,2013,"large ""language model"""
119,7da1c2d2ea8f51011b1a3006eabc03b342f792d4,https://www.semanticscholar.org/paper/7da1c2d2ea8f51011b1a3006eabc03b342f792d4,DLID: Deep Learning for Domain Adaptation by Interpolating between Domains,192,17,2013,"large ""language model"""
120,99c970348b8f70ce23d6641e201904ea49266b6e,https://www.semanticscholar.org/paper/99c970348b8f70ce23d6641e201904ea49266b6e,Exact solutions to the nonlinear dynamics of learning in deep linear neural networks,1403,107,2013,"large ""language model"""
